"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	Count
	"1999"	"1999"	"Cervix Uteri"	"27010"	13752
	"1999"	"1999"	"Corpus Uteri"	"27020"	33874
	"1999"	"1999"	"Uterus, NOS"	"27030"	1160
	"1999"	"1999"	"Ovary"	"27040"	20831
	"1999"	"1999"	"Vagina"	"27050"	1110
	"1999"	"1999"	"Vulva"	"27060"	3558
	"1999"	"1999"	"Other Female Genital Organs"	"27070"	892
	"1999"	"1999"	"Male Genital System"	"28010-28040"	204995
	"1999"	"1999"	"Prostate"	"28010"	196349
	"1999"	"1999"	"Testis"	"28020"	7302
	"1999"	"1999"	"Penis"	"28030"	1067
	"1999"	"1999"	"Other Male Genital Organs"	"28040"	277
	"1999"	"1999"	"Urinary System"	"29010-29040"	93518
	"1999"	"1999"	"Urinary Bladder, invasive and in situ"	"29010"	58466
	"1999"	"1999"	"Kidney and Renal Pelvis"	"29020"	32656
	"1999"	"1999"	"Ureter"	"29030"	1649
	"1999"	"1999"	"Other Urinary Organs"	"29040"	747
	"1999"	"1999"	"Eye and Orbit"	"30000"	2278
	"1999"	"1999"	"Brain and Other Nervous System"	"31010-31040"	18562
	"1999"	"1999"	"Brain"	"31010"	17328
	"1999"	"1999"	"Cranial Nerves Other Nervous System"	"31040"	1234
	"1999"	"1999"	"Endocrine System"	"32010-32020"	20128
	"1999"	"1999"	"Thyroid"	"32010"	18342
	"1999"	"1999"	"Other Endocrine including Thymus"	"32020"	1786
	"1999"	"1999"	"Lymphomas"	"33011-33042"	59143
	"1999"	"1999"	"Hodgkin Lymphoma"	"33011-33012"	7670
	"1999"	"1999"	"Hodgkin - Nodal"	"33011"	7410
	"1999"	"1999"	"Hodgkin - Extranodal"	"33012"	260
	"1999"	"1999"	"Non-Hodgkin Lymphoma"	"33041-33042"	51473
	"1999"	"1999"	"NHL - Nodal"	"33041"	36048
	"1999"	"1999"	"NHL - Extranodal"	"33042"	15425
	"1999"	"1999"	"Myeloma"	"34000"	14864
	"1999"	"1999"	"Leukemias"	"35011-35043"	33997
	"1999"	"1999"	"Acute Lymphocytic Leukemia"	"35011"	3830
	"1999"	"1999"	"Chronic Lymphocytic Leukemia"	"35012"	10946
	"1999"	"1999"	"Acute Myeloid Leukemia"	"35021"	9927
	"1999"	"1999"	"Chronic Myeloid Leukemia"	"35022"	4272
	"1999"	"1999"	"Other Leukemias"	"35041-35043"	5022
	"1999"	"1999"	"Other Lymphocytic Leukemia"	"35013"	1235
	"1999"	"1999"	"Acute Monocytic Leukemia"	"35031"	549
	"1999"	"1999"	"Other Acute Leukemia"	"35041"	1381
	"1999"	"1999"	"Aleukemic, Subleukemic and NOS"	"35043"	1362
	"1999"	"1999"	"Other Myeloid/Monocytic Leukemia"	"35023"	495
	"1999"	"1999"	"Mesothelioma"	"36010"	2952
	"1999"	"1999"	"Kaposi Sarcoma"	"36020"	1454
	"1999"	"1999"	"Miscellaneous"	"37000"	33868
	"1999"	"1999"	"Male and Female Breast, In Situ"	"Breast-InSitu"	39930
	"1999"	"1999"	"Female Breast, In Situ"	"Breast-InSitu-Female"	39771
	"1999"	"1999"	"Male Breast, In Situ"	"Breast-InSitu-Male"	159
	"2000"	"2000"	"All Invasive Cancer Sites Combined"	"0"	1317653
	"2000"	"2000"	"Oral Cavity and Pharynx"	"20010-20100"	29597
	"2000"	"2000"	"Lip"	"20010"	2497
	"2000"	"2000"	"Tongue"	"20020"	7262
	"2000"	"2000"	"Salivary Gland"	"20030"	3320
	"2000"	"2000"	"Floor of Mouth"	"20040"	2173
	"2000"	"2000"	"Gum and Other Mouth"	"20050"	4451
	"2000"	"2000"	"Nasopharynx"	"20060"	1596
	"2000"	"2000"	"Tonsil"	"20070"	3831
	"2000"	"2000"	"Oropharynx"	"20080"	1134
	"2000"	"2000"	"Hypopharynx"	"20090"	2286
	"2000"	"2000"	"Other Oral Cavity and Pharynx"	"20100"	1047
	"2000"	"2000"	"Digestive System"	"21010-21130"	247781
	"2000"	"2000"	"Esophagus"	"21010"	13655
	"2000"	"2000"	"Stomach"	"21020"	20101
	"2000"	"2000"	"Small Intestine"	"21030"	4564
	"2000"	"2000"	"Colon and Rectum"	"21041-21052"	151661
	"2000"	"2000"	"Colon excluding Rectum"	"21041-21049"	110863
	"2000"	"2000"	"Cecum"	"21041"	23921
	"2000"	"2000"	"Appendix"	"21042"	1385
	"2000"	"2000"	"Ascending Colon"	"21043"	18975
	"2000"	"2000"	"Hepatic Flexure"	"21044"	5726
	"2000"	"2000"	"Transverse Colon"	"21045"	9457
	"2000"	"2000"	"Splenic Flexure"	"21046"	3789
	"2000"	"2000"	"Descending Colon"	"21047"	6251
	"2000"	"2000"	"Sigmoid Colon"	"21048"	31633
	"2000"	"2000"	"Large Intestine, NOS"	"21049"	9726
	"2000"	"2000"	"Rectum and Rectosigmoid Junction"	"21051-21052"	40798
	"2000"	"2000"	"Rectosigmoid Junction"	"21051"	12287
	"2000"	"2000"	"Rectum"	"21052"	28511
	"2000"	"2000"	"Anus, Anal Canal and Anorectum"	"21060"	3746
	"2000"	"2000"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	13999
	"2000"	"2000"	"Liver"	"21071"	11832
	"2000"	"2000"	"Intrahepatic Bile Duct"	"21072"	2167
	"2000"	"2000"	"Gallbladder"	"21080"	3132
	"2000"	"2000"	"Other Biliary"	"21090"	3669
	"2000"	"2000"	"Pancreas"	"21100"	30108
	"2000"	"2000"	"Retroperitoneum"	"21110"	1014
	"2000"	"2000"	"Peritoneum, Omentum and Mesentery"	"21120"	1246
	"2000"	"2000"	"Other Digestive Organs"	"21130"	886
	"2000"	"2000"	"Respiratory System"	"22010-22060"	205404
	"2000"	"2000"	"Nose, Nasal Cavity and Middle Ear"	"22010"	1897
	"2000"	"2000"	"Larynx"	"22020"	12291
	"2000"	"2000"	"Lung and Bronchus"	"22030"	190526
	"2000"	"2000"	"Pleura"	"22050"	107
	"2000"	"2000"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	583
	"2000"	"2000"	"Bones and Joints"	"23000"	2599
	"2000"	"2000"	"Soft Tissue including Heart"	"24000"	8098
	"2000"	"2000"	"Skin excluding Basal and Squamous"	"25010-25020"	47936
	"2000"	"2000"	"Melanoma of the Skin"	"25010"	44064
	"2000"	"2000"	"Other Non-Epithelial Skin"	"25020"	3872
	"2000"	"2000"	"Male and Female Breast"	"26000"	198131
	"2000"	"2000"	"Female Breast"	"26000-Female"	196625
	"2000"	"2000"	"Male Breast"	"26000-Male"	1506
	"2000"	"2000"	"Female Genital System"	"27010-27070"	76079
	"2000"	"2000"	"Cervix Uteri"	"27010"	13730
	"2000"	"2000"	"Corpus Uteri"	"27020"	34030
	"2000"	"2000"	"Uterus, NOS"	"27030"	1220
	"2000"	"2000"	"Ovary"	"27040"	21434
	"2000"	"2000"	"Vagina"	"27050"	1150
	"2000"	"2000"	"Vulva"	"27060"	3528
	"2000"	"2000"	"Other Female Genital Organs"	"27070"	987
	"2000"	"2000"	"Male Genital System"	"28010-28040"	211524
	"2000"	"2000"	"Prostate"	"28010"	202737
	"2000"	"2000"	"Testis"	"28020"	7443
	"2000"	"2000"	"Penis"	"28030"	1055
	"2000"	"2000"	"Other Male Genital Organs"	"28040"	289
	"2000"	"2000"	"Urinary System"	"29010-29040"	96701
	"2000"	"2000"	"Urinary Bladder, invasive and in situ"	"29010"	59723
	"2000"	"2000"	"Kidney and Renal Pelvis"	"29020"	34625
	"2000"	"2000"	"Ureter"	"29030"	1621
	"2000"	"2000"	"Other Urinary Organs"	"29040"	732
	"2000"	"2000"	"Eye and Orbit"	"30000"	2392
	"2000"	"2000"	"Brain and Other Nervous System"	"31010-31040"	18762
	"2000"	"2000"	"Brain"	"31010"	17455
	"2000"	"2000"	"Cranial Nerves Other Nervous System"	"31040"	1307
	"2000"	"2000"	"Endocrine System"	"32010-32020"	22311
	"2000"	"2000"	"Thyroid"	"32010"	20464
	"2000"	"2000"	"Other Endocrine including Thymus"	"32020"	1847
	"2000"	"2000"	"Lymphomas"	"33011-33042"	59997
	"2000"	"2000"	"Hodgkin Lymphoma"	"33011-33012"	7849
	"2000"	"2000"	"Hodgkin - Nodal"	"33011"	7572
	"2000"	"2000"	"Hodgkin - Extranodal"	"33012"	277
	"2000"	"2000"	"Non-Hodgkin Lymphoma"	"33041-33042"	52148
	"2000"	"2000"	"NHL - Nodal"	"33041"	36547
	"2000"	"2000"	"NHL - Extranodal"	"33042"	15601
	"2000"	"2000"	"Myeloma"	"34000"	15655
	"2000"	"2000"	"Leukemias"	"35011-35043"	36268
	"2000"	"2000"	"Acute Lymphocytic Leukemia"	"35011"	4021
	"2000"	"2000"	"Chronic Lymphocytic Leukemia"	"35012"	12114
	"2000"	"2000"	"Acute Myeloid Leukemia"	"35021"	10554
	"2000"	"2000"	"Chronic Myeloid Leukemia"	"35022"	4534
	"2000"	"2000"	"Other Leukemias"	"35041-35043"	5045
	"2000"	"2000"	"Other Lymphocytic Leukemia"	"35013"	1305
	"2000"	"2000"	"Acute Monocytic Leukemia"	"35031"	584
	"2000"	"2000"	"Other Acute Leukemia"	"35041"	1279
	"2000"	"2000"	"Aleukemic, Subleukemic and NOS"	"35043"	1389
	"2000"	"2000"	"Other Myeloid/Monocytic Leukemia"	"35023"	488
	"2000"	"2000"	"Mesothelioma"	"36010"	3037
	"2000"	"2000"	"Kaposi Sarcoma"	"36020"	1458
	"2000"	"2000"	"Miscellaneous"	"37000"	33923
	"2000"	"2000"	"Male and Female Breast, In Situ"	"Breast-InSitu"	41691
	"2000"	"2000"	"Female Breast, In Situ"	"Breast-InSitu-Female"	41513
	"2000"	"2000"	"Male Breast, In Situ"	"Breast-InSitu-Male"	178
	"2001"	"2001"	"All Invasive Cancer Sites Combined"	"0"	1375112
	"2001"	"2001"	"Oral Cavity and Pharynx"	"20010-20100"	30278
	"2001"	"2001"	"Lip"	"20010"	2446
	"2001"	"2001"	"Tongue"	"20020"	7530
	"2001"	"2001"	"Salivary Gland"	"20030"	3397
	"2001"	"2001"	"Floor of Mouth"	"20040"	2238
	"2001"	"2001"	"Gum and Other Mouth"	"20050"	4633
	"2001"	"2001"	"Nasopharynx"	"20060"	1500
	"2001"	"2001"	"Tonsil"	"20070"	4101
	"2001"	"2001"	"Oropharynx"	"20080"	1182
	"2001"	"2001"	"Hypopharynx"	"20090"	2253
	"2001"	"2001"	"Other Oral Cavity and Pharynx"	"20100"	998
	"2001"	"2001"	"Digestive System"	"21010-21130"	253070
	"2001"	"2001"	"Esophagus"	"21010"	13905
	"2001"	"2001"	"Stomach"	"21020"	20272
	"2001"	"2001"	"Small Intestine"	"21030"	4930
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	153539
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	112363
	"2001"	"2001"	"Cecum"	"21041"	24541
	"2001"	"2001"	"Appendix"	"21042"	1546
	"2001"	"2001"	"Ascending Colon"	"21043"	19523
	"2001"	"2001"	"Hepatic Flexure"	"21044"	5870
	"2001"	"2001"	"Transverse Colon"	"21045"	9883
	"2001"	"2001"	"Splenic Flexure"	"21046"	3614
	"2001"	"2001"	"Descending Colon"	"21047"	6370
	"2001"	"2001"	"Sigmoid Colon"	"21048"	31697
	"2001"	"2001"	"Large Intestine, NOS"	"21049"	9319
	"2001"	"2001"	"Rectum and Rectosigmoid Junction"	"21051-21052"	41176
	"2001"	"2001"	"Rectosigmoid Junction"	"21051"	12310
	"2001"	"2001"	"Rectum"	"21052"	28866
	"2001"	"2001"	"Anus, Anal Canal and Anorectum"	"21060"	3881
	"2001"	"2001"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	14145
	"2001"	"2001"	"Liver"	"21071"	12650
	"2001"	"2001"	"Intrahepatic Bile Duct"	"21072"	1495
	"2001"	"2001"	"Gallbladder"	"21080"	3307
	"2001"	"2001"	"Other Biliary"	"21090"	4455
	"2001"	"2001"	"Pancreas"	"21100"	31024
	"2001"	"2001"	"Retroperitoneum"	"21110"	1109
	"2001"	"2001"	"Peritoneum, Omentum and Mesentery"	"21120"	1485
	"2001"	"2001"	"Other Digestive Organs"	"21130"	1018
	"2001"	"2001"	"Respiratory System"	"22010-22060"	210656
	"2001"	"2001"	"Nose, Nasal Cavity and Middle Ear"	"22010"	1881
	"2001"	"2001"	"Larynx"	"22020"	12278
	"2001"	"2001"	"Lung and Bronchus"	"22030"	195887
	"2001"	"2001"	"Pleura"	"22050"	84
	"2001"	"2001"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	526
	"2001"	"2001"	"Bones and Joints"	"23000"	2776
	"2001"	"2001"	"Soft Tissue including Heart"	"24000"	8355
	"2001"	"2001"	"Skin excluding Basal and Squamous"	"25010-25020"	52079
	"2001"	"2001"	"Melanoma of the Skin"	"25010"	47931
	"2001"	"2001"	"Other Non-Epithelial Skin"	"25020"	4148
	"2001"	"2001"	"Male and Female Breast"	"26000"	202539
	"2001"	"2001"	"Female Breast"	"26000-Female"	201058
	"2001"	"2001"	"Male Breast"	"26000-Male"	1481
	"2001"	"2001"	"Female Genital System"	"27010-27070"	77805
	"2001"	"2001"	"Cervix Uteri"	"27010"	13261
	"2001"	"2001"	"Corpus Uteri"	"27020"	35820
	"2001"	"2001"	"Uterus, NOS"	"27030"	1242
	"2001"	"2001"	"Ovary"	"27040"	21626
	"2001"	"2001"	"Vagina"	"27050"	1153
	"2001"	"2001"	"Vulva"	"27060"	3709
	"2001"	"2001"	"Other Female Genital Organs"	"27070"	994
	"2001"	"2001"	"Male Genital System"	"28010-28040"	221089
	"2001"	"2001"	"Prostate"	"28010"	212159
	"2001"	"2001"	"Testis"	"28020"	7579
	"2001"	"2001"	"Penis"	"28030"	1064
	"2001"	"2001"	"Other Male Genital Organs"	"28040"	287
	"2001"	"2001"	"Urinary System"	"29010-29040"	100300
	"2001"	"2001"	"Urinary Bladder, invasive and in situ"	"29010"	60753
	"2001"	"2001"	"Kidney and Renal Pelvis"	"29020"	37135
	"2001"	"2001"	"Ureter"	"29030"	1654
	"2001"	"2001"	"Other Urinary Organs"	"29040"	758
	"2001"	"2001"	"Eye and Orbit"	"30000"	2440
	"2001"	"2001"	"Brain and Other Nervous System"	"31010-31040"	18911
	"2001"	"2001"	"Brain"	"31010"	17600
	"2001"	"2001"	"Cranial Nerves Other Nervous System"	"31040"	1311
	"2001"	"2001"	"Endocrine System"	"32010-32020"	23981
	"2001"	"2001"	"Thyroid"	"32010"	22017
	"2001"	"2001"	"Other Endocrine including Thymus"	"32020"	1964
	"2001"	"2001"	"Lymphomas"	"33011-33042"	61822
	"2001"	"2001"	"Hodgkin Lymphoma"	"33011-33012"	7832
	"2001"	"2001"	"Hodgkin - Nodal"	"33011"	7538
	"2001"	"2001"	"Hodgkin - Extranodal"	"33012"	294
	"2001"	"2001"	"Non-Hodgkin Lymphoma"	"33041-33042"	53990
	"2001"	"2001"	"NHL - Nodal"	"33041"	37314
	"2001"	"2001"	"NHL - Extranodal"	"33042"	16676
	"2001"	"2001"	"Myeloma"	"34000"	16256
	"2001"	"2001"	"Leukemias"	"35011-35043"	37568
	"2001"	"2001"	"Acute Lymphocytic Leukemia"	"35011"	4172
	"2001"	"2001"	"Chronic Lymphocytic Leukemia"	"35012"	12922
	"2001"	"2001"	"Acute Myeloid Leukemia"	"35021"	10815
	"2001"	"2001"	"Chronic Myeloid Leukemia"	"35022"	4588
	"2001"	"2001"	"Other Leukemias"	"35041-35043"	5071
	"2001"	"2001"	"Other Lymphocytic Leukemia"	"35013"	1336
	"2001"	"2001"	"Acute Monocytic Leukemia"	"35031"	697
	"2001"	"2001"	"Other Acute Leukemia"	"35041"	1147
	"2001"	"2001"	"Aleukemic, Subleukemic and NOS"	"35043"	1369
	"2001"	"2001"	"Other Myeloid/Monocytic Leukemia"	"35023"	522
	"2001"	"2001"	"Mesothelioma"	"36010"	3046
	"2001"	"2001"	"Kaposi Sarcoma"	"36020"	1461
	"2001"	"2001"	"Miscellaneous"	"37000"	50680
	"2001"	"2001"	"Male and Female Breast, In Situ"	"Breast-InSitu"	43822
	"2001"	"2001"	"Female Breast, In Situ"	"Breast-InSitu-Female"	43639
	"2001"	"2001"	"Male Breast, In Situ"	"Breast-InSitu-Male"	183
	"2002"	"2002"	"All Invasive Cancer Sites Combined"	"0"	1392214
	"2002"	"2002"	"Oral Cavity and Pharynx"	"20010-20100"	31034
	"2002"	"2002"	"Lip"	"20010"	2519
	"2002"	"2002"	"Tongue"	"20020"	8027
	"2002"	"2002"	"Salivary Gland"	"20030"	3418
	"2002"	"2002"	"Floor of Mouth"	"20040"	2174
	"2002"	"2002"	"Gum and Other Mouth"	"20050"	4544
	"2002"	"2002"	"Nasopharynx"	"20060"	1631
	"2002"	"2002"	"Tonsil"	"20070"	4353
	"2002"	"2002"	"Oropharynx"	"20080"	1213
	"2002"	"2002"	"Hypopharynx"	"20090"	2219
	"2002"	"2002"	"Other Oral Cavity and Pharynx"	"20100"	936
	"2002"	"2002"	"Digestive System"	"21010-21130"	254605
	"2002"	"2002"	"Esophagus"	"21010"	14004
	"2002"	"2002"	"Stomach"	"21020"	20548
	"2002"	"2002"	"Small Intestine"	"21030"	5221
	"2002"	"2002"	"Colon and Rectum"	"21041-21052"	152519
	"2002"	"2002"	"Colon excluding Rectum"	"21041-21049"	111636
	"2002"	"2002"	"Cecum"	"21041"	24170
	"2002"	"2002"	"Appendix"	"21042"	1747
	"2002"	"2002"	"Ascending Colon"	"21043"	19710
	"2002"	"2002"	"Hepatic Flexure"	"21044"	5855
	"2002"	"2002"	"Transverse Colon"	"21045"	9575
	"2002"	"2002"	"Splenic Flexure"	"21046"	3731
	"2002"	"2002"	"Descending Colon"	"21047"	6406
	"2002"	"2002"	"Sigmoid Colon"	"21048"	31065
	"2002"	"2002"	"Large Intestine, NOS"	"21049"	9377
	"2002"	"2002"	"Rectum and Rectosigmoid Junction"	"21051-21052"	40883
	"2002"	"2002"	"Rectosigmoid Junction"	"21051"	11940
	"2002"	"2002"	"Rectum"	"21052"	28943
	"2002"	"2002"	"Anus, Anal Canal and Anorectum"	"21060"	4067
	"2002"	"2002"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	15144
	"2002"	"2002"	"Liver"	"21071"	13592
	"2002"	"2002"	"Intrahepatic Bile Duct"	"21072"	1552
	"2002"	"2002"	"Gallbladder"	"21080"	3134
	"2002"	"2002"	"Other Biliary"	"21090"	4644
	"2002"	"2002"	"Pancreas"	"21100"	31597
	"2002"	"2002"	"Retroperitoneum"	"21110"	1124
	"2002"	"2002"	"Peritoneum, Omentum and Mesentery"	"21120"	1570
	"2002"	"2002"	"Other Digestive Organs"	"21130"	1033
	"2002"	"2002"	"Respiratory System"	"22010-22060"	213481
	"2002"	"2002"	"Nose, Nasal Cavity and Middle Ear"	"22010"	1997
	"2002"	"2002"	"Larynx"	"22020"	11957
	"2002"	"2002"	"Lung and Bronchus"	"22030"	198884
	"2002"	"2002"	"Pleura"	"22050"	104
	"2002"	"2002"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	539
	"2002"	"2002"	"Bones and Joints"	"23000"	2793
	"2002"	"2002"	"Soft Tissue including Heart"	"24000"	8591
	"2002"	"2002"	"Skin excluding Basal and Squamous"	"25010-25020"	53961
	"2002"	"2002"	"Melanoma of the Skin"	"25010"	49756
	"2002"	"2002"	"Other Non-Epithelial Skin"	"25020"	4205
	"2002"	"2002"	"Male and Female Breast"	"26000"	201824
	"2002"	"2002"	"Female Breast"	"26000-Female"	200286
	"2002"	"2002"	"Male Breast"	"26000-Male"	1538
	"2002"	"2002"	"Female Genital System"	"27010-27070"	77655
	"2002"	"2002"	"Cervix Uteri"	"27010"	12903
	"2002"	"2002"	"Corpus Uteri"	"27020"	35969
	"2002"	"2002"	"Uterus, NOS"	"27030"	1307
	"2002"	"2002"	"Ovary"	"27040"	21485
	"2002"	"2002"	"Vagina"	"27050"	1190
	"2002"	"2002"	"Vulva"	"27060"	3746
	"2002"	"2002"	"Other Female Genital Organs"	"27070"	1055
	"2002"	"2002"	"Male Genital System"	"28010-28040"	223629
	"2002"	"2002"	"Prostate"	"28010"	214847
	"2002"	"2002"	"Testis"	"28020"	7410
	"2002"	"2002"	"Penis"	"28030"	1100
	"2002"	"2002"	"Other Male Genital Organs"	"28040"	272
	"2002"	"2002"	"Urinary System"	"29010-29040"	103480
	"2002"	"2002"	"Urinary Bladder, invasive and in situ"	"29010"	62023
	"2002"	"2002"	"Kidney and Renal Pelvis"	"29020"	39091
	"2002"	"2002"	"Ureter"	"29030"	1684
	"2002"	"2002"	"Other Urinary Organs"	"29040"	682
	"2002"	"2002"	"Eye and Orbit"	"30000"	2379
	"2002"	"2002"	"Brain and Other Nervous System"	"31010-31040"	19483
	"2002"	"2002"	"Brain"	"31010"	18175
	"2002"	"2002"	"Cranial Nerves Other Nervous System"	"31040"	1308
	"2002"	"2002"	"Endocrine System"	"32010-32020"	25993
	"2002"	"2002"	"Thyroid"	"32010"	24016
	"2002"	"2002"	"Other Endocrine including Thymus"	"32020"	1977
	"2002"	"2002"	"Lymphomas"	"33011-33042"	63610
	"2002"	"2002"	"Hodgkin Lymphoma"	"33011-33012"	8231
	"2002"	"2002"	"Hodgkin - Nodal"	"33011"	7924
	"2002"	"2002"	"Hodgkin - Extranodal"	"33012"	307
	"2002"	"2002"	"Non-Hodgkin Lymphoma"	"33041-33042"	55379
	"2002"	"2002"	"NHL - Nodal"	"33041"	38206
	"2002"	"2002"	"NHL - Extranodal"	"33042"	17173
	"2002"	"2002"	"Myeloma"	"34000"	16657
	"2002"	"2002"	"Leukemias"	"35011-35043"	37056
	"2002"	"2002"	"Acute Lymphocytic Leukemia"	"35011"	4140
	"2002"	"2002"	"Chronic Lymphocytic Leukemia"	"35012"	13057
	"2002"	"2002"	"Acute Myeloid Leukemia"	"35021"	10488
	"2002"	"2002"	"Chronic Myeloid Leukemia"	"35022"	4380
	"2002"	"2002"	"Other Leukemias"	"35041-35043"	4991
	"2002"	"2002"	"Other Lymphocytic Leukemia"	"35013"	1300
	"2002"	"2002"	"Acute Monocytic Leukemia"	"35031"	705
	"2002"	"2002"	"Other Acute Leukemia"	"35041"	1056
	"2002"	"2002"	"Aleukemic, Subleukemic and NOS"	"35043"	1395
	"2002"	"2002"	"Other Myeloid/Monocytic Leukemia"	"35023"	535
	"2002"	"2002"	"Mesothelioma"	"36010"	3095
	"2002"	"2002"	"Kaposi Sarcoma"	"36020"	1368
	"2002"	"2002"	"Miscellaneous"	"37000"	51520
	"2002"	"2002"	"Male and Female Breast, In Situ"	"Breast-InSitu"	44565
	"2002"	"2002"	"Female Breast, In Situ"	"Breast-InSitu-Female"	44367
	"2002"	"2002"	"Male Breast, In Situ"	"Breast-InSitu-Male"	198
	"2003"	"2003"	"All Invasive Cancer Sites Combined"	"0"	1405683
	"2003"	"2003"	"Oral Cavity and Pharynx"	"20010-20100"	32141
	"2003"	"2003"	"Lip"	"20010"	2216
	"2003"	"2003"	"Tongue"	"20020"	8430
	"2003"	"2003"	"Salivary Gland"	"20030"	3577
	"2003"	"2003"	"Floor of Mouth"	"20040"	2101
	"2003"	"2003"	"Gum and Other Mouth"	"20050"	4777
	"2003"	"2003"	"Nasopharynx"	"20060"	1749
	"2003"	"2003"	"Tonsil"	"20070"	4709
	"2003"	"2003"	"Oropharynx"	"20080"	1401
	"2003"	"2003"	"Hypopharynx"	"20090"	2379
	"2003"	"2003"	"Other Oral Cavity and Pharynx"	"20100"	802
	"2003"	"2003"	"Digestive System"	"21010-21130"	261748
	"2003"	"2003"	"Esophagus"	"21010"	14703
	"2003"	"2003"	"Stomach"	"21020"	21167
	"2003"	"2003"	"Small Intestine"	"21030"	5492
	"2003"	"2003"	"Colon and Rectum"	"21041-21052"	153870
	"2003"	"2003"	"Colon excluding Rectum"	"21041-21049"	112483
	"2003"	"2003"	"Cecum"	"21041"	24044
	"2003"	"2003"	"Appendix"	"21042"	1738
	"2003"	"2003"	"Ascending Colon"	"21043"	20769
	"2003"	"2003"	"Hepatic Flexure"	"21044"	5764
	"2003"	"2003"	"Transverse Colon"	"21045"	9782
	"2003"	"2003"	"Splenic Flexure"	"21046"	3712
