"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	"Sex"	"Sex Code"	"Age Groups"	"Age Groups Code"	Count
	"2001"	"2001"	"Tongue"	"20020"	"Female"	"F"	"65-69 years"	"65-69"	16
	"2001"	"2001"	"Tongue"	"20020"	"Female"	"F"	"70-74 years"	"70-74"	21
	"2001"	"2001"	"Tongue"	"20020"	"Female"	"F"	"75-79 years"	"75-79"	26
	"2001"	"2001"	"Tongue"	"20020"	"Male"	"M"	"45-49 years"	"45-49"	35
	"2001"	"2001"	"Tongue"	"20020"	"Male"	"M"	"50-54 years"	"50-54"	50
	"2001"	"2001"	"Tongue"	"20020"	"Male"	"M"	"55-59 years"	"55-59"	56
	"2001"	"2001"	"Tongue"	"20020"	"Male"	"M"	"60-64 years "	"60-64"	49
	"2001"	"2001"	"Tongue"	"20020"	"Male"	"M"	"65-69 years"	"65-69"	31
	"2001"	"2001"	"Tongue"	"20020"	"Male"	"M"	"70-74 years"	"70-74"	32
	"2001"	"2001"	"Tongue"	"20020"	"Male"	"M"	"75-79 years"	"75-79"	21
	"2001"	"2001"	"Salivary Gland"	"20030"	"Female"	"F"	"75-79 years"	"75-79"	16
	"2001"	"2001"	"Salivary Gland"	"20030"	"Male"	"M"	"45-49 years"	"45-49"	18
	"2001"	"2001"	"Salivary Gland"	"20030"	"Male"	"M"	"70-74 years"	"70-74"	21
	"2001"	"2001"	"Salivary Gland"	"20030"	"Male"	"M"	"80-84 years"	"80-84"	16
	"2001"	"2001"	"Floor of Mouth"	"20040"	"Male"	"M"	"50-54 years"	"50-54"	21
	"2001"	"2001"	"Gum and Other Mouth"	"20050"	"Female"	"F"	"65-69 years"	"65-69"	23
	"2001"	"2001"	"Gum and Other Mouth"	"20050"	"Female"	"F"	"70-74 years"	"70-74"	19
	"2001"	"2001"	"Gum and Other Mouth"	"20050"	"Female"	"F"	"75-79 years"	"75-79"	21
	"2001"	"2001"	"Gum and Other Mouth"	"20050"	"Female"	"F"	"85+ years"	"85+"	19
	"2001"	"2001"	"Gum and Other Mouth"	"20050"	"Male"	"M"	"50-54 years"	"50-54"	23
	"2001"	"2001"	"Gum and Other Mouth"	"20050"	"Male"	"M"	"60-64 years "	"60-64"	21
	"2001"	"2001"	"Gum and Other Mouth"	"20050"	"Male"	"M"	"65-69 years"	"65-69"	23
	"2001"	"2001"	"Gum and Other Mouth"	"20050"	"Male"	"M"	"70-74 years"	"70-74"	22
	"2001"	"2001"	"Tonsil"	"20070"	"Male"	"M"	"45-49 years"	"45-49"	24
	"2001"	"2001"	"Tonsil"	"20070"	"Male"	"M"	"50-54 years"	"50-54"	33
	"2001"	"2001"	"Tonsil"	"20070"	"Male"	"M"	"55-59 years"	"55-59"	26
	"2001"	"2001"	"Tonsil"	"20070"	"Male"	"M"	"60-64 years "	"60-64"	24
	"2001"	"2001"	"Tonsil"	"20070"	"Male"	"M"	"65-69 years"	"65-69"	19
	"2001"	"2001"	"Tonsil"	"20070"	"Male"	"M"	"70-74 years"	"70-74"	17
	"2001"	"2001"	"Hypopharynx"	"20090"	"Male"	"M"	"50-54 years"	"50-54"	17
	"2001"	"2001"	"Hypopharynx"	"20090"	"Male"	"M"	"65-69 years"	"65-69"	19
	"2001"	"2001"	"Hypopharynx"	"20090"	"Male"	"M"	"70-74 years"	"70-74"	16
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Female"	"F"	"25-29 years"	"25-29"	19
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Female"	"F"	"30-34 years"	"30-34"	44
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Female"	"F"	"35-39 years"	"35-39"	114
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Female"	"F"	"40-44 years"	"40-44"	200
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Female"	"F"	"45-49 years"	"45-49"	343
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Female"	"F"	"50-54 years"	"50-54"	514
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Female"	"F"	"55-59 years"	"55-59"	655
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Female"	"F"	"60-64 years "	"60-64"	750
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Female"	"F"	"65-69 years"	"65-69"	979
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Female"	"F"	"70-74 years"	"70-74"	1328
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Female"	"F"	"75-79 years"	"75-79"	1555
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Female"	"F"	"80-84 years"	"80-84"	1340
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Female"	"F"	"85+ years"	"85+"	1610
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Male"	"M"	"20-24 years"	"20-24"	17
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Male"	"M"	"25-29 years"	"25-29"	27
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Male"	"M"	"30-34 years"	"30-34"	59
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Male"	"M"	"35-39 years"	"35-39"	97
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Male"	"M"	"40-44 years"	"40-44"	265
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Male"	"M"	"45-49 years"	"45-49"	475
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Male"	"M"	"50-54 years"	"50-54"	786
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Male"	"M"	"55-59 years"	"55-59"	895
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Male"	"M"	"60-64 years "	"60-64"	1051
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Male"	"M"	"65-69 years"	"65-69"	1383
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Male"	"M"	"70-74 years"	"70-74"	1494
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Male"	"M"	"75-79 years"	"75-79"	1495
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Male"	"M"	"80-84 years"	"80-84"	1123
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Male"	"M"	"85+ years"	"85+"	857
	"2001"	"2001"	"Esophagus"	"21010"	"Female"	"F"	"50-54 years"	"50-54"	18
	"2001"	"2001"	"Esophagus"	"21010"	"Female"	"F"	"55-59 years"	"55-59"	27
	"2001"	"2001"	"Esophagus"	"21010"	"Female"	"F"	"60-64 years "	"60-64"	19
	"2001"	"2001"	"Esophagus"	"21010"	"Female"	"F"	"65-69 years"	"65-69"	28
	"2001"	"2001"	"Esophagus"	"21010"	"Female"	"F"	"70-74 years"	"70-74"	34
	"2001"	"2001"	"Esophagus"	"21010"	"Female"	"F"	"75-79 years"	"75-79"	43
	"2001"	"2001"	"Esophagus"	"21010"	"Female"	"F"	"80-84 years"	"80-84"	28
	"2001"	"2001"	"Esophagus"	"21010"	"Female"	"F"	"85+ years"	"85+"	45
	"2001"	"2001"	"Esophagus"	"21010"	"Male"	"M"	"45-49 years"	"45-49"	41
	"2001"	"2001"	"Esophagus"	"21010"	"Male"	"M"	"50-54 years"	"50-54"	58
	"2001"	"2001"	"Esophagus"	"21010"	"Male"	"M"	"55-59 years"	"55-59"	74
	"2001"	"2001"	"Esophagus"	"21010"	"Male"	"M"	"60-64 years "	"60-64"	94
	"2001"	"2001"	"Esophagus"	"21010"	"Male"	"M"	"65-69 years"	"65-69"	103
	"2001"	"2001"	"Esophagus"	"21010"	"Male"	"M"	"70-74 years"	"70-74"	111
	"2001"	"2001"	"Esophagus"	"21010"	"Male"	"M"	"75-79 years"	"75-79"	87
	"2001"	"2001"	"Esophagus"	"21010"	"Male"	"M"	"80-84 years"	"80-84"	65
	"2001"	"2001"	"Esophagus"	"21010"	"Male"	"M"	"85+ years"	"85+"	33
	"2001"	"2001"	"Stomach"	"21020"	"Female"	"F"	"40-44 years"	"40-44"	29
	"2001"	"2001"	"Stomach"	"21020"	"Female"	"F"	"45-49 years"	"45-49"	32
	"2001"	"2001"	"Stomach"	"21020"	"Female"	"F"	"50-54 years"	"50-54"	37
	"2001"	"2001"	"Stomach"	"21020"	"Female"	"F"	"55-59 years"	"55-59"	46
	"2001"	"2001"	"Stomach"	"21020"	"Female"	"F"	"60-64 years "	"60-64"	47
	"2001"	"2001"	"Stomach"	"21020"	"Female"	"F"	"65-69 years"	"65-69"	76
	"2001"	"2001"	"Stomach"	"21020"	"Female"	"F"	"70-74 years"	"70-74"	106
	"2001"	"2001"	"Stomach"	"21020"	"Female"	"F"	"75-79 years"	"75-79"	134
	"2001"	"2001"	"Stomach"	"21020"	"Female"	"F"	"80-84 years"	"80-84"	111
	"2001"	"2001"	"Stomach"	"21020"	"Female"	"F"	"85+ years"	"85+"	145
	"2001"	"2001"	"Stomach"	"21020"	"Male"	"M"	"40-44 years"	"40-44"	39
	"2001"	"2001"	"Stomach"	"21020"	"Male"	"M"	"45-49 years"	"45-49"	57
	"2001"	"2001"	"Stomach"	"21020"	"Male"	"M"	"50-54 years"	"50-54"	85
	"2001"	"2001"	"Stomach"	"21020"	"Male"	"M"	"55-59 years"	"55-59"	83
	"2001"	"2001"	"Stomach"	"21020"	"Male"	"M"	"60-64 years "	"60-64"	109
	"2001"	"2001"	"Stomach"	"21020"	"Male"	"M"	"65-69 years"	"65-69"	164
	"2001"	"2001"	"Stomach"	"21020"	"Male"	"M"	"70-74 years"	"70-74"	157
	"2001"	"2001"	"Stomach"	"21020"	"Male"	"M"	"75-79 years"	"75-79"	149
	"2001"	"2001"	"Stomach"	"21020"	"Male"	"M"	"80-84 years"	"80-84"	144
	"2001"	"2001"	"Stomach"	"21020"	"Male"	"M"	"85+ years"	"85+"	111
	"2001"	"2001"	"Small Intestine"	"21030"	"Female"	"F"	"50-54 years"	"50-54"	16
	"2001"	"2001"	"Small Intestine"	"21030"	"Female"	"F"	"60-64 years "	"60-64"	22
	"2001"	"2001"	"Small Intestine"	"21030"	"Female"	"F"	"65-69 years"	"65-69"	21
	"2001"	"2001"	"Small Intestine"	"21030"	"Female"	"F"	"70-74 years"	"70-74"	18
	"2001"	"2001"	"Small Intestine"	"21030"	"Female"	"F"	"75-79 years"	"75-79"	23
	"2001"	"2001"	"Small Intestine"	"21030"	"Female"	"F"	"85+ years"	"85+"	19
	"2001"	"2001"	"Small Intestine"	"21030"	"Male"	"M"	"45-49 years"	"45-49"	17
	"2001"	"2001"	"Small Intestine"	"21030"	"Male"	"M"	"50-54 years"	"50-54"	16
	"2001"	"2001"	"Small Intestine"	"21030"	"Male"	"M"	"55-59 years"	"55-59"	20
	"2001"	"2001"	"Small Intestine"	"21030"	"Male"	"M"	"60-64 years "	"60-64"	17
	"2001"	"2001"	"Small Intestine"	"21030"	"Male"	"M"	"65-69 years"	"65-69"	20
	"2001"	"2001"	"Small Intestine"	"21030"	"Male"	"M"	"70-74 years"	"70-74"	27
	"2001"	"2001"	"Small Intestine"	"21030"	"Male"	"M"	"75-79 years"	"75-79"	25
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	"30-34 years"	"30-34"	25
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	"35-39 years"	"35-39"	67
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	"40-44 years"	"40-44"	112
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	"45-49 years"	"45-49"	190
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	"50-54 years"	"50-54"	295
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	"55-59 years"	"55-59"	393
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	"60-64 years "	"60-64"	476
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	"65-69 years"	"65-69"	608
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	"70-74 years"	"70-74"	820
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	"75-79 years"	"75-79"	944
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	"80-84 years"	"80-84"	858
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	"85+ years"	"85+"	991
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	"30-34 years"	"30-34"	25
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	"35-39 years"	"35-39"	47
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	"40-44 years"	"40-44"	116
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	"45-49 years"	"45-49"	205
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	"50-54 years"	"50-54"	417
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	"55-59 years"	"55-59"	462
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	"60-64 years "	"60-64"	568
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	"65-69 years"	"65-69"	785
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	"70-74 years"	"70-74"	857
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	"75-79 years"	"75-79"	901
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	"80-84 years"	"80-84"	657
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	"85+ years"	"85+"	529
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	"30-34 years"	"30-34"	17
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	"35-39 years"	"35-39"	41
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	"40-44 years"	"40-44"	66
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	"45-49 years"	"45-49"	138
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	"50-54 years"	"50-54"	188
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	"55-59 years"	"55-59"	270
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	"60-64 years "	"60-64"	333
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	"65-69 years"	"65-69"	440
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	"70-74 years"	"70-74"	629
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	"75-79 years"	"75-79"	724
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	"80-84 years"	"80-84"	696
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	"85+ years"	"85+"	822
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	"30-34 years"	"30-34"	20
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	"35-39 years"	"35-39"	33
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	"40-44 years"	"40-44"	74
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	"45-49 years"	"45-49"	114
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	"50-54 years"	"50-54"	266
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	"55-59 years"	"55-59"	303
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	"60-64 years "	"60-64"	386
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	"65-69 years"	"65-69"	525
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	"70-74 years"	"70-74"	613
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	"75-79 years"	"75-79"	677
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	"80-84 years"	"80-84"	480
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	"85+ years"	"85+"	418
	"2001"	"2001"	"Cecum"	"21041"	"Female"	"F"	"45-49 years"	"45-49"	27
	"2001"	"2001"	"Cecum"	"21041"	"Female"	"F"	"50-54 years"	"50-54"	33
	"2001"	"2001"	"Cecum"	"21041"	"Female"	"F"	"55-59 years"	"55-59"	51
	"2001"	"2001"	"Cecum"	"21041"	"Female"	"F"	"60-64 years "	"60-64"	59
	"2001"	"2001"	"Cecum"	"21041"	"Female"	"F"	"65-69 years"	"65-69"	96
	"2001"	"2001"	"Cecum"	"21041"	"Female"	"F"	"70-74 years"	"70-74"	134
	"2001"	"2001"	"Cecum"	"21041"	"Female"	"F"	"75-79 years"	"75-79"	165
	"2001"	"2001"	"Cecum"	"21041"	"Female"	"F"	"80-84 years"	"80-84"	162
	"2001"	"2001"	"Cecum"	"21041"	"Female"	"F"	"85+ years"	"85+"	212
	"2001"	"2001"	"Cecum"	"21041"	"Male"	"M"	"45-49 years"	"45-49"	20
	"2001"	"2001"	"Cecum"	"21041"	"Male"	"M"	"50-54 years"	"50-54"	35
	"2001"	"2001"	"Cecum"	"21041"	"Male"	"M"	"55-59 years"	"55-59"	54
	"2001"	"2001"	"Cecum"	"21041"	"Male"	"M"	"60-64 years "	"60-64"	56
	"2001"	"2001"	"Cecum"	"21041"	"Male"	"M"	"65-69 years"	"65-69"	77
	"2001"	"2001"	"Cecum"	"21041"	"Male"	"M"	"70-74 years"	"70-74"	102
	"2001"	"2001"	"Cecum"	"21041"	"Male"	"M"	"75-79 years"	"75-79"	132
	"2001"	"2001"	"Cecum"	"21041"	"Male"	"M"	"80-84 years"	"80-84"	86
	"2001"	"2001"	"Cecum"	"21041"	"Male"	"M"	"85+ years"	"85+"	97
	"2001"	"2001"	"Ascending Colon"	"21043"	"Female"	"F"	"50-54 years"	"50-54"	24
	"2001"	"2001"	"Ascending Colon"	"21043"	"Female"	"F"	"55-59 years"	"55-59"	36
	"2001"	"2001"	"Ascending Colon"	"21043"	"Female"	"F"	"60-64 years "	"60-64"	55
	"2001"	"2001"	"Ascending Colon"	"21043"	"Female"	"F"	"65-69 years"	"65-69"	92
	"2001"	"2001"	"Ascending Colon"	"21043"	"Female"	"F"	"70-74 years"	"70-74"	140
	"2001"	"2001"	"Ascending Colon"	"21043"	"Female"	"F"	"75-79 years"	"75-79"	135
	"2001"	"2001"	"Ascending Colon"	"21043"	"Female"	"F"	"80-84 years"	"80-84"	169
	"2001"	"2001"	"Ascending Colon"	"21043"	"Female"	"F"	"85+ years"	"85+"	169
	"2001"	"2001"	"Ascending Colon"	"21043"	"Male"	"M"	"45-49 years"	"45-49"	20
	"2001"	"2001"	"Ascending Colon"	"21043"	"Male"	"M"	"50-54 years"	"50-54"	47
	"2001"	"2001"	"Ascending Colon"	"21043"	"Male"	"M"	"55-59 years"	"55-59"	38
	"2001"	"2001"	"Ascending Colon"	"21043"	"Male"	"M"	"60-64 years "	"60-64"	60
	"2001"	"2001"	"Ascending Colon"	"21043"	"Male"	"M"	"65-69 years"	"65-69"	82
	"2001"	"2001"	"Ascending Colon"	"21043"	"Male"	"M"	"70-74 years"	"70-74"	100
	"2001"	"2001"	"Ascending Colon"	"21043"	"Male"	"M"	"75-79 years"	"75-79"	121
	"2001"	"2001"	"Ascending Colon"	"21043"	"Male"	"M"	"80-84 years"	"80-84"	98
	"2001"	"2001"	"Ascending Colon"	"21043"	"Male"	"M"	"85+ years"	"85+"	87
	"2001"	"2001"	"Hepatic Flexure"	"21044"	"Female"	"F"	"65-69 years"	"65-69"	22
	"2001"	"2001"	"Hepatic Flexure"	"21044"	"Female"	"F"	"70-74 years"	"70-74"	27
	"2001"	"2001"	"Hepatic Flexure"	"21044"	"Female"	"F"	"75-79 years"	"75-79"	47
	"2001"	"2001"	"Hepatic Flexure"	"21044"	"Female"	"F"	"80-84 years"	"80-84"	41
	"2001"	"2001"	"Hepatic Flexure"	"21044"	"Female"	"F"	"85+ years"	"85+"	35
	"2001"	"2001"	"Hepatic Flexure"	"21044"	"Male"	"M"	"60-64 years "	"60-64"	19
	"2001"	"2001"	"Hepatic Flexure"	"21044"	"Male"	"M"	"65-69 years"	"65-69"	23
	"2001"	"2001"	"Hepatic Flexure"	"21044"	"Male"	"M"	"70-74 years"	"70-74"	31
